ref,N,hang,mult
NC_000001.10:205859443-205859858,98,3,0
NC_000001.10:205883888-205884549,124,4,0
NC_000001.10:205886340-205886681,12,1,0
NC_000001.10:205887910-205888236,64,1,0
NC_000001.10:205889209-205889580,44,1,0
NC_000001.10:205890613-205891052,35,1,0
NC_000001.10:205892194-205892858,128,2,0
NC_000001.10:205893463-205893813,27,0,0
NC_000001.10:205895580-205895900,57,3,0
NC_000001.10:205896130-205896480,78,10,11
NC_000001.10:205896501-205896839,58,9,18
NC_000001.10:205896868-205897218,57,2,7
NC_000001.10:205897745-205898119,57,2,0
NC_000001.10:205898286-205898654,49,1,0
NC_000001.10:205898977-205899321,70,2,0
NC_000001.10:205900975-205901319,58,0,0
NC_000001.10:205901785-205902390,100,0,0
NC_000001.10:205904652-205905002,70,3,0
NC_000001.10:206224268-206225522,193,3,0
NC_000001.10:206230772-206231312,45,1,0
NC_000001.10:206239228-206239738,80,0,0
NC_000001.10:206240037-206240396,54,2,0
NC_000001.10:206241399-206241746,66,2,0
NC_000001.10:206243090-206243790,98,0,0
NC_000001.10:206317347-206317688,26,1,0
NC_000001.10:206318213-206318554,41,1,0
NC_000001.10:206318969-206319298,141,5,0
NC_000001.10:206320156-206320506,63,4,0
NC_000001.10:206325224-206325568,63,3,0
NC_000001.10:206327428-206327763,109,5,0
NC_000001.10:206328691-206329204,124,1,0
NC_000001.10:206330964-206331400,91,1,0
NC_000001.10:206515254-206515524,53,3,0
NC_000001.10:206516230-206516500,95,4,0
NC_000001.10:206566945-206567216,126,2,0
NC_000001.10:206589058-206589396,27,0,0
NC_000001.10:206592518-206592838,71,3,0
NC_000001.10:206594383-206594712,41,0,0
NC_000001.10:206603396-206603737,70,1,0
NC_000001.10:206610133-206610462,57,1,0
NC_000001.10:206611265-206611630,46,1,0
NC_000001.10:206613236-206613589,85,0,0
NC_000001.10:206619392-206619804,54,1,0
NC_000001.10:206623532-206623873,73,3,0
NC_000001.10:206626391-206626738,107,0,0
NC_000001.10:206627305-206627646,59,2,0
NC_000001.10:206628196-206628531,83,1,0
NC_000001.10:206631545-206631871,34,1,1
NC_000001.10:206631929-206632442,158,1,1
NC_000001.10:206634237-206634904,143,0,0
NC_000001.10:206646354-206646719,14,0,0
NC_000001.10:206647622-206647975,39,1,0
NC_000001.10:206648145-206648519,20,3,0
NC_000001.10:206649478-206649813,52,2,1
NC_000001.10:206649925-206650260,50,3,1
NC_000001.10:206651014-206651355,27,3,1
NC_000001.10:206651486-206651842,68,1,1
NC_000001.10:206652262-206652630,55,0,0
NC_000001.10:206653074-206653513,33,1,0
NC_000001.10:206653678-206654037,48,2,0
NC_000001.10:206658281-206658815,61,2,0
NC_000001.10:206661119-206661454,35,1,0
NC_000001.10:206663951-206664274,92,1,0
NC_000001.10:206664800-206665295,100,2,0
NC_000001.10:206665600-206666726,225,3,0
NC_000001.10:206667176-206667520,45,0,0
NC_000001.10:206669262-206669704,97,1,0
NC_000001.10:206670884-206671231,58,2,0
NC_000001.10:206680822-206681495,49,3,0
NC_000001.10:206711332-206711667,50,3,0
NC_000001.10:206730722-206731158,74,2,0
NC_000001.10:206756420-206756755,41,2,0
NC_000001.10:206757643-206758144,112,2,0
NC_000001.10:206758429-206758785,31,1,0
NC_000001.10:206760020-206760539,87,3,0
NC_000001.10:206764931-206765281,70,1,0
NC_000001.10:206766807-206767160,37,2,0
NC_000001.10:206768954-206769295,55,0,0
NC_000001.10:206770391-206770738,60,2,0
NC_000001.10:206772154-206772501,77,3,0
NC_000001.10:206772814-206773321,105,0,0
NC_000001.10:206773446-206773784,36,0,0
NC_000001.10:206775597-206775944,52,1,0
NC_000001.10:206776144-206776574,62,1,0
NC_000001.10:206778706-206779056,51,2,0
NC_000001.10:206781521-206781853,68,2,0
NC_000001.10:206782583-206782957,60,2,0
NC_000001.10:206784384-206784740,68,4,0
NC_000001.10:206785504-206785910,64,1,0
NC_000001.10:206808793-206809161,14,2,1
NC_000001.10:206809260-206809595,35,1,1
NC_000001.10:206810026-206810373,74,1,0
NC_000001.10:206810872-206811231,46,3,0
NC_000001.10:206820640-206822486,557,2,0
NC_000001.10:206856135-206856503,46,1,0
NC_000001.10:206858422-206858991,36,0,0
NC_000001.10:206902018-206902541,100,3,4
NC_000001.10:206902605-206902943,70,4,4
NC_000001.10:206903138-206903488,93,3,0
NC_000001.10:206903970-206904293,35,9,9
NC_000001.10:206904294-206904653,97,5,9
NC_000001.10:206904935-206905555,146,1,0
NC_000001.10:206905753-206906275,145,3,0
NC_000001.10:206941764-206942114,40,1,0
NC_000001.10:206943094-206943426,25,4,0
NC_000001.10:206944146-206944508,66,0,0
NC_000001.10:206944618-206944953,38,0,0
NC_000001.10:206945460-206945890,91,3,0
NC_000001.10:206972048-206972383,44,2,0
NC_000001.10:207009964-207010477,102,4,0
NC_000001.10:207013138-207013740,141,0,0
NC_000001.10:207014234-207014602,53,0,0
NC_000001.10:207015855-207016125,17,0,0
NC_000001.10:207038843-207039498,182,4,8
NC_000001.10:207039524-207040040,131,7,8
NC_000001.10:207040587-207040955,75,1,0
NC_000001.10:207041797-207042153,56,1,0
NC_000001.10:207070994-207071264,8,0,0
NC_000001.10:207072619-207072966,41,0,0
NC_000001.10:207073519-207073878,39,1,0
NC_000001.10:207074754-207075080,61,1,1
NC_000001.10:207075156-207075497,39,2,1
NC_000001.10:207076216-207076634,143,1,0
NC_000001.10:207078142-207078495,77,3,0
NC_000001.10:207082696-207083391,39,3,3
NC_000001.10:207083492-207083866,39,5,3
NC_000001.10:207085027-207085475,30,0,0
NC_000001.10:207086158-207086496,125,3,0
NC_000001.10:207086944-207087454,219,1,0
NC_000001.10:207090967-207091290,11,0,0
NC_000001.10:207094481-207094751,21,1,0
NC_000001.10:207095109-207095471,83,2,0
NC_000001.10:207103426-207103856,67,2,0
NC_000001.10:207104679-207105192,143,2,0
NC_000001.10:207105761-207106096,38,4,2
NC_000001.10:207106242-207106586,107,5,2
NC_000001.10:207107726-207108257,128,0,0
NC_000001.10:207108675-207109176,39,0,0
NC_000001.10:207110412-207111257,204,0,0
NC_000001.10:207112410-207112920,103,1,0
NC_000001.10:207113777-207114130,39,1,0
NC_000001.10:207131668-207132431,126,1,0
NC_000001.10:207132967-207133317,55,1,0
NC_000001.10:207133672-207134647,293,0,0
NC_000001.10:207135417-207135912,92,2,0
NC_000001.10:207139029-207139370,27,1,0
NC_000001.10:207140287-207140637,26,1,0
NC_000001.10:207140855-207141193,73,3,0
NC_000001.10:207142502-207142852,43,1,0
NC_000001.10:207143334-207143663,48,0,0
NC_000001.10:207195157-207196858,400,3,0
NC_000001.10:207198103-207198480,21,0,0
NC_000001.10:207200788-207201135,29,3,0
NC_000001.10:207222148-207223197,388,2,0
NC_000001.10:207223976-207224516,81,4,0
NC_000001.10:207225390-207225758,32,0,0
NC_000001.10:207227907-207228287,51,0,0
NC_000001.10:207235134-207235460,61,0,0
NC_000001.10:207235780-207236115,41,3,0
NC_000001.10:207236480-207236886,65,5,9
NC_000001.10:207236910-207237248,53,6,9
NC_000001.10:207238201-207238551,29,1,0
NC_000001.10:207240709-207241047,83,1,0
NC_000001.10:207241399-207241740,67,2,0
NC_000001.10:207242666-207243034,53,0,0
NC_000001.10:207243574-207243933,17,2,0
NC_000001.10:207244334-207244985,161,5,0
NC_000001.10:207245456-207245889,100,2,0
NC_000001.10:207252158-207252594,103,1,0
NC_000001.10:207262643-207262984,65,2,0
NC_000001.10:207263609-207263959,49,1,0
NC_000001.10:207264883-207265212,81,2,0
NC_000001.10:207268484-207268754,63,5,0
NC_000001.10:207269759-207270103,61,2,0
NC_000001.10:207271319-207271657,110,3,0
NC_000001.10:207272996-207273349,81,1,0
NC_000001.10:207286238-207286668,103,1,0
NC_000001.10:207287350-207287727,52,2,0
NC_000001.10:207288013-207288283,20,1,0
NC_000001.10:207288620-207288955,48,0,0
NC_000001.10:207297247-207297834,132,1,0
NC_000001.10:207299979-207300314,72,2,0
NC_000001.10:207304797-207305177,65,0,0
NC_000001.10:207307631-207307975,65,1,0
NC_000001.10:207314288-207314656,97,0,0
NC_000001.10:207317000-207317377,32,0,0
NC_000001.10:207317881-207318204,15,1,0
NC_000001.10:207494945-207495215,9,0,0
NC_000001.10:207495537-207496047,105,1,0
NC_000001.10:207497797-207498138,60,2,0
NC_000001.10:207498871-207499227,61,2,0
NC_000001.10:207499970-207500320,88,1,0
NC_000001.10:207504383-207504709,111,1,0
NC_000001.10:207509865-207510206,60,3,0
NC_000001.10:207510616-207510942,79,4,0
NC_000001.10:207512588-207512923,52,3,0
NC_000001.10:207520269-207520610,37,0,0
NC_000001.10:207527237-207527578,38,0,0
NC_000001.10:207532799-207533229,64,0,0
NC_000001.10:207627543-207627982,42,1,0
NC_000001.10:207639717-207640298,116,0,0
NC_000001.10:207641829-207642656,193,0,0
NC_000001.10:207642927-207643496,189,3,0
NC_000001.10:207643973-207644480,95,3,0
NC_000001.10:207644663-207644998,58,2,0
NC_000001.10:207646022-207646618,105,0,0
NC_000001.10:207646849-207647380,113,0,1
NC_000001.10:207647436-207647804,40,2,1
NC_000001.10:207648111-207648689,137,1,0
NC_000001.10:207649544-207649894,50,2,0
NC_000001.10:207651084-207651422,69,3,0
NC_000001.10:207652387-207652713,18,1,0
NC_000001.10:207653176-207653535,76,3,0
NC_000001.10:207658722-207659078,26,4,0
NC_000001.10:207669437-207669775,46,0,0
NC_000001.10:207679118-207679495,117,2,0
NC_000001.10:207679905-207680175,49,2,0
NC_000001.10:207684835-207685194,94,1,0
NC_000001.10:207696784-207697054,28,2,0
NC_000001.10:207739196-207739466,45,5,0
NC_000001.10:207753653-207754101,82,1,0
NC_000001.10:207755175-207755522,83,1,0
NC_000001.10:207758124-207758394,21,1,0
NC_000001.10:207760627-207760974,68,1,0
NC_000001.10:207761876-207762205,58,1,0
NC_000001.10:207780478-207780828,78,2,0
NC_000001.10:207782526-207783116,102,1,0
NC_000001.10:207785076-207785521,105,1,0
NC_000001.10:207787627-207788041,66,1,0
NC_000001.10:207790038-207790308,45,4,0
NC_000001.10:207791259-207791627,83,0,0
NC_000001.10:207793076-207793432,50,3,0
NC_000001.10:207795229-207795555,49,0,0
NC_000001.10:207796185-207796511,30,0,0
NC_000001.10:207803750-207804085,54,1,0
NC_000001.10:207818361-207818696,87,2,0
NC_000001.10:207850603-207850980,90,2,0
NC_000001.10:207851390-207851737,96,1,0
NC_000001.10:207857147-207857497,52,1,0
NC_000001.10:207867550-207867820,27,6,0
NC_000001.10:207870991-207871261,38,4,0
NC_000001.10:207874893-207875163,48,2,0
NC_000001.10:207888534-207888804,45,2,0
NC_000001.10:207890930-207891200,32,2,0
NC_000001.10:207896890-207897246,53,2,0
NC_000001.10:207925342-207925674,40,0,0
NC_000001.10:207930349-207930699,79,1,9
NC_000001.10:207930712-207931065,34,8,9
NC_000001.10:207932926-207933246,28,0,0
NC_000001.10:207934592-207934927,41,0,0
NC_000001.10:207940333-207940668,59,1,1
NC_000001.10:207940817-207941238,137,2,1
NC_000001.10:207943442-207943813,33,0,0
NC_000001.10:207956555-207956887,39,0,0
NC_000001.10:207958267-207958605,30,2,0
NC_000001.10:207958835-207959170,46,1,0
NC_000001.10:207963410-207963751,93,2,0
NC_000001.10:207966737-207967152,111,3,0
NC_000001.10:207974990-207975358,64,0,0
NC_000001.10:207975691-207976038,66,0,0
NC_000001.10:207990453-207990806,41,2,0
NC_000001.10:207992268-207992603,47,1,0
NC_000001.10:208040844-208041517,81,1,0
NC_000001.10:208042189-208042536,5,0,0
NC_000001.10:208050073-208050447,68,1,0
NC_000001.10:208060866-208061551,84,2,0
NC_000001.10:208061978-208062313,56,3,3
NC_000001.10:208062398-208063359,131,3,3
NC_000001.10:208070750-208071109,57,0,0
NC_000001.10:208072259-208072704,127,6,0
NC_000001.10:208073093-208073428,33,0,0
NC_000001.10:208084277-208084642,51,1,0
NC_000001.10:208200347-208200789,43,0,0
NC_000001.10:208201190-208201549,43,3,0
NC_000001.10:208202154-208202587,79,0,0
NC_000001.10:208204919-208205263,73,1,0
NC_000001.10:208206517-208206876,41,1,0
NC_000001.10:208207784-208208137,63,2,0
NC_000001.10:208211541-208211867,56,2,0
NC_000001.10:208212137-208212490,42,2,0
NC_000001.10:208212988-208213532,86,6,0
NC_000001.10:208215391-208215836,72,4,0
NC_000001.10:208216370-208216702,32,0,0
NC_000001.10:208217799-208218214,45,1,0
NC_000001.10:208218383-208218709,45,5,0
NC_000001.10:208219139-208219542,67,1,0
NC_000001.10:208224220-208224837,100,3,0
NC_000001.10:208225639-208225980,71,2,0
NC_000001.10:208227715-208228062,58,1,0
NC_000001.10:208234006-208234356,66,4,0
NC_000001.10:208252452-208252808,37,0,0
NC_000001.10:208255644-208255973,77,0,0
NC_000001.10:208257709-208258056,66,0,0
NC_000001.10:208266084-208266422,29,0,0
NC_000001.10:208269315-208269668,28,0,0
NC_000001.10:208269907-208270251,66,1,0
NC_000001.10:208272005-208272373,45,2,0
NC_000001.10:208276294-208276644,99,3,0
NC_000001.10:208315505-208315849,59,1,0
NC_000001.10:208383344-208383833,103,1,0
NC_000001.10:208390008-208391567,299,1,0
NC_000001.10:209602567-209602917,46,1,0
NC_000001.10:209603605-209603955,28,0,0
NC_000001.10:209605359-209605685,101,3,0
NC_000001.10:209768119-209768484,65,1,0
NC_000001.10:209773153-209773491,22,0,0
NC_000001.10:209776360-209776695,62,4,0
NC_000001.10:209778735-209779094,82,1,0
NC_000001.10:209779500-209779826,57,0,0
NC_000001.10:209781140-209781469,26,3,0
NC_000001.10:209782247-209782585,60,2,0
NC_000001.10:209782993-209783337,132,6,0
NC_000001.10:209784684-209785013,42,0,0
NC_000001.10:209785094-209785749,114,2,0
NC_000001.10:209785969-209786301,74,1,0
NC_000001.10:209788426-209788761,36,2,0
NC_000001.10:209789792-209790127,46,0,0
NC_000001.10:209790742-209791434,60,0,0
NC_000001.10:209791755-209792170,60,2,0
NC_000001.10:209795849-209796184,45,3,1
NC_000001.10:209796310-209796648,18,6,5
NC_000001.10:209796713-209797466,99,2,4
NC_000001.10:209798811-209799404,104,3,0
NC_000001.10:209800152-209800505,32,1,0
NC_000001.10:209800725-209801063,61,1,0
NC_000001.10:209801351-209801704,21,0,0
NC_000001.10:209803051-209803425,62,1,0
NC_000001.10:209803744-209804115,33,1,0
NC_000001.10:209805915-209806597,109,7,0
NC_000001.10:209807652-209807996,59,2,0
NC_000001.10:209811177-209811524,75,6,0
NC_000001.10:209811700-209812038,45,2,0
NC_000001.10:209823141-209823491,59,0,0
NC_000001.10:209824177-209824530,67,1,0
NC_000001.10:209848973-209849492,55,1,0
NC_000001.10:209878138-209878494,48,3,0
NC_000001.10:209879093-209879464,53,0,0
NC_000001.10:209880031-209880633,104,0,0
NC_000001.10:209905608-209905952,47,0,0
NC_000001.10:209907492-209908091,129,1,0
NC_000001.10:209933196-209933792,83,1,0
NC_000001.10:209935839-209936599,205,1,2
NC_000001.10:209936679-209937109,125,9,2
NC_000001.10:209946147-209946488,41,0,0
NC_000001.10:209948500-209949099,118,2,0
NC_000001.10:209950640-209951014,27,0,0
NC_000001.10:209951239-209951589,65,3,0
NC_000001.10:209952544-209952986,88,1,0
NC_000001.10:209953764-209954132,20,1,0
NC_000001.10:209954511-209954846,71,3,0
NC_000001.10:209955256-209955686,131,1,0
NC_000001.10:209955979-209957061,288,1,0
NC_000001.10:209961593-209962091,99,1,0
NC_000001.10:209962895-209963260,53,0,0
NC_000001.10:209963701-209964309,134,2,0
NC_000001.10:209965442-209965792,42,4,0
NC_000001.10:209968484-209968855,68,1,0
NC_000001.10:209969622-209969963,38,1,0
NC_000001.10:209974445-209974774,23,2,0
NC_000001.10:210001223-210001585,54,1,0
NC_000001.10:210003306-210003632,37,0,0
NC_000001.10:210004118-210004545,91,1,0
NC_000001.10:210006510-210006839,70,1,0
NC_000001.10:210008276-210008638,58,0,0
NC_000001.10:210010037-210010612,152,1,0
NC_000001.10:210012078-210012597,156,2,0
NC_000001.10:210014177-210014521,52,0,0
NC_000001.10:210015477-210016135,117,1,0
NC_000001.10:210016597-210017175,146,3,0
NC_000001.10:210024455-210024941,82,1,0
NC_000001.10:210111445-210111801,30,0,0
NC_000001.10:210125977-210126306,21,0,0
NC_000001.10:210139047-210139317,12,0,0
NC_000001.10:210186959-210187309,35,0,0
NC_000001.10:210194276-210194694,117,1,0
NC_000001.10:210267650-210268086,66,1,0
NC_000001.10:210273265-210273861,115,1,0
NC_000001.10:210329039-210329410,86,5,0
NC_000001.10:210332603-210332977,95,0,0
NC_000001.10:210334067-210334553,204,2,0
NC_000001.10:210404997-210405341,65,2,0
NC_000001.10:210406937-210407444,27,1,0
NC_000001.10:210411153-210411485,39,0,0
NC_000001.10:210412660-210413016,92,1,0
NC_000001.10:210414840-210415830,307,0,0
NC_000001.10:210502295-210502639,9,0,0
NC_000001.10:210522244-210522579,73,1,0
NC_000001.10:210536111-210536479,39,1,0
NC_000001.10:210560768-210561103,24,1,0
NC_000001.10:210573808-210574149,44,0,0
NC_000001.10:210577700-210578139,49,1,0
NC_000001.10:210591333-210591701,66,1,0
NC_000001.10:210637700-210638023,73,2,0
NC_000001.10:210686264-210686623,30,1,0
NC_000001.10:210761134-210761484,100,4,0
NC_000001.10:210796841-210797173,95,1,0
NC_000001.10:210804256-210804582,22,3,0
NC_000001.10:210847585-210847959,43,1,0
NC_000001.10:210856447-210857532,184,3,0
NC_000001.10:210948540-210948887,75,2,0
NC_000001.10:210970688-210971121,80,3,0
NC_000001.10:210977275-210977625,77,3,0
NC_000001.10:211092835-211093422,172,2,0
NC_000001.10:211192080-211192768,179,3,0
NC_000001.10:211256071-211256418,49,4,0
NC_000001.10:211263840-211264196,33,3,0
NC_000001.10:211276652-211277008,72,5,0
NC_000001.10:211280461-211280817,30,0,0
NC_000001.10:211307068-211307474,64,0,0
NC_000001.10:211432757-211433199,33,0,0
NC_000001.10:211433225-211433602,8,0,0
NC_000001.10:211441141-211441411,19,1,0
NC_000001.10:211444398-211445070,80,0,0
NC_000001.10:211447465-211447824,40,2,0
NC_000001.10:211449474-211449815,78,1,0
NC_000001.10:211451381-211451725,75,1,0
NC_000001.10:211452488-211452808,29,0,0
NC_000001.10:211462416-211462840,83,2,0
NC_000001.10:211464802-211465158,93,4,0
NC_000001.10:211468905-211469255,67,2,0
NC_000001.10:211477287-211477637,6,1,0
NC_000001.10:211485474-211485821,105,2,1
NC_000001.10:211485934-211486527,158,7,7
NC_000001.10:211486583-211487309,351,5,6
NC_000001.10:211526400-211526836,138,1,0
NC_000001.10:211527608-211527946,43,2,0
NC_000001.10:211529638-211529997,101,3,0
NC_000001.10:211533196-211533564,73,0,0
NC_000001.10:211533844-211534185,110,2,2
NC_000001.10:211534294-211534641,116,4,2
NC_000001.10:211538558-211538911,44,0,0
NC_000001.10:211542730-211543080,38,3,0
NC_000001.10:211544567-211544896,64,1,0
NC_000001.10:211545310-211546241,259,0,0
NC_000001.10:211564864-211565365,115,1,0
NC_000001.10:211570034-211570390,55,0,0
NC_000001.10:211652244-211652813,33,0,0
NC_000001.10:211654411-211654930,54,4,0
NC_000001.10:211748567-211749726,300,1,0
NC_000001.10:211751197-211752077,132,1,0
NC_000001.10:211832006-211832276,11,0,0
NC_000001.10:211840252-211840522,5,0,0
NC_000001.10:211842578-211842848,33,0,0
NC_000001.10:211843659-211843929,19,1,0
NC_000001.10:211844484-211844807,89,1,0
NC_000001.10:211846955-211847225,14,0,0
NC_000001.10:211847576-211848018,54,3,0
NC_000001.10:211923046-211923402,31,0,0
NC_000001.10:211924240-211924575,52,0,0
NC_000001.10:211952204-211952554,39,1,0
NC_000001.10:211956432-211956847,60,1,0
NC_000001.10:211960921-211961241,69,0,0
NC_000001.10:211966357-211966710,39,0,0
NC_000001.10:212002295-212002707,125,2,0
NC_000001.10:212114978-212115473,91,2,0
NC_000001.10:212118013-212118348,102,2,0
NC_000001.10:212119783-212120151,24,1,0
NC_000001.10:212125771-212126115,52,1,0
NC_000001.10:212139642-212139971,44,0,0
NC_000001.10:212141069-212141407,29,1,0
NC_000001.10:212141731-212142099,48,1,0
NC_000001.10:212148468-212148800,54,3,0
NC_000001.10:212149772-212150140,135,1,0
NC_000001.10:212151461-212151885,129,0,0
NC_000001.10:212154329-212154688,34,1,0
NC_000001.10:212155915-212156253,42,1,0
NC_000001.10:212161108-212161464,46,0,0
NC_000001.10:212179905-212180243,74,0,0
NC_000001.10:212180483-212180839,50,1,0
NC_000001.10:212184627-212184989,60,1,0
NC_000001.10:212190157-212190498,26,0,0
NC_000001.10:212193316-212193648,23,0,0
NC_000001.10:212194347-212194700,63,0,0
NC_000001.10:212208633-212209377,163,0,0
NC_000001.10:212216234-212216584,54,2,0
NC_000001.10:212217860-212218189,77,1,0
NC_000001.10:212220359-212220792,120,2,0
NC_000001.10:212236143-212236508,29,0,0
NC_000001.10:212238136-212238489,76,6,0
NC_000001.10:212240018-212240380,50,0,0
NC_000001.10:212241472-212241807,71,16,16
NC_000001.10:212241811-212242158,88,3,16
NC_000001.10:212245341-212245694,97,3,0
NC_000001.10:212250815-212251180,28,1,1
NC_000001.10:212251369-212251740,49,2,1
NC_000001.10:212253843-212254214,48,1,0
NC_000001.10:212273469-212274465,345,2,0
NC_000001.10:212276050-212276483,121,1,0
NC_000001.10:212459270-212459786,26,1,0
NC_000001.10:212475320-212475649,73,2,0
NC_000001.10:212502399-212502740,63,0,0
NC_000001.10:212506726-212507064,124,0,0
NC_000001.10:212515412-212515741,52,1,0
NC_000001.10:212519016-212519339,73,2,0
NC_000001.10:212520468-212520833,60,1,0
NC_000001.10:212521549-212521899,128,2,0
NC_000001.10:212522397-212522723,41,1,0
NC_000001.10:212526125-212526445,128,4,0
NC_000001.10:212529817-212530167,34,3,3
NC_000001.10:212530209-212530704,117,4,3
NC_000001.10:212531858-212532190,42,1,0
NC_000001.10:212533821-212534251,38,1,0
NC_000001.10:212538348-212538790,122,0,0
NC_000001.10:212548425-212548748,28,1,0
NC_000001.10:212550773-212551126,65,2,0
NC_000001.10:212553084-212553422,57,2,0
NC_000001.10:212558534-212558911,38,0,0
NC_000001.10:212560144-212560467,44,5,0
NC_000001.10:212583708-212584058,79,4,0
NC_000001.10:212587212-212587550,6,2,0
NC_000001.10:212587938-212588279,28,1,0
NC_000001.10:212606176-212606615,2,1,0
NC_000001.10:212615731-212616075,66,2,0
NC_000001.10:212617557-212617916,75,1,0
NC_000001.10:212619138-212619488,63,0,0
NC_000001.10:212788219-212788640,59,0,0
NC_000001.10:212791302-212791634,23,0,0
NC_000001.10:212792362-212793032,106,0,0
NC_000001.10:212798055-212800174,592,3,0
NC_000001.10:212859971-212860425,39,1,0
NC_000001.10:212870227-212870601,63,1,0
NC_000001.10:212872986-212873339,5,0,0
NC_000001.10:212900258-212900697,67,1,0
NC_000001.10:212911591-212912092,98,1,0
NC_000001.10:212912749-212913069,30,2,0
NC_000001.10:212939552-212939822,9,1,0
NC_000001.10:212955260-212955885,105,0,0
NC_000001.10:212957609-212957932,34,3,0
NC_000001.10:212960776-212961114,45,3,0
NC_000001.10:212964696-212965375,81,0,0
NC_000001.10:212967855-212968552,87,0,0
NC_000001.10:212969735-212970064,31,2,0
NC_000001.10:212970311-212970664,39,0,0
NC_000001.10:212975868-212976230,51,3,0
NC_000001.10:212977548-212978055,54,2,0
NC_000001.10:212980943-212981302,90,4,0
NC_000001.10:212985376-212985747,27,0,0
NC_000001.10:212988244-212988662,109,1,0
NC_000001.10:213003389-213003757,13,1,0
NC_000001.10:213009103-213009613,113,1,0
NC_000001.10:213031599-213032663,63,0,0
NC_000001.10:213036945-213037271,79,2,0
NC_000001.10:213045899-213046240,46,0,0
NC_000001.10:213056631-213056972,77,2,0
NC_000001.10:213058517-213058855,87,3,0
NC_000001.10:213061184-213061510,82,1,0
NC_000001.10:213061669-213062016,88,1,0
NC_000001.10:213062419-213062766,57,0,0
NC_000001.10:213068265-213068778,70,3,0
NC_000001.10:213124735-213125328,47,1,0
NC_000001.10:213134394-213134765,39,2,0
NC_000001.10:213138871-213139215,76,2,0
NC_000001.10:213139531-213139893,48,1,0
NC_000001.10:213140319-213140657,48,1,0
NC_000001.10:213145802-213146401,117,2,2
NC_000001.10:213146549-213146872,81,7,2
NC_000001.10:213147110-213147454,14,0,0
NC_000001.10:213161708-213162144,148,1,0
NC_000001.10:213168269-213168598,60,0,0
NC_000001.10:213170343-213170708,71,1,0
NC_000001.10:213173452-213173814,55,1,0
NC_000001.10:213174021-213174365,45,0,0
NC_000001.10:213178293-213178883,112,2,0
NC_000001.10:213180335-213180664,36,3,0
NC_000001.10:213181467-213181888,74,1,0
NC_000001.10:213184371-213184724,58,1,0
NC_000001.10:213186327-213186852,56,0,0
NC_000001.10:213188930-213189256,82,4,0
NC_000001.10:213224575-213225011,25,0,0
NC_000001.10:213244193-213244540,28,1,0
NC_000001.10:213250898-213251242,39,0,0
NC_000001.10:213277612-213277956,111,1,0
NC_000001.10:213290560-213290898,49,1,0
NC_000001.10:213302795-213303308,110,0,0
NC_000001.10:213341089-213341433,37,1,0
NC_000001.10:213349634-213350002,48,0,0
NC_000001.10:213403634-213403987,19,0,0
NC_000001.10:213405425-213405769,33,1,0
NC_000001.10:213413962-213415743,501,3,4
NC_000001.10:213415796-213416161,48,3,4
NC_000001.10:213434775-213435131,55,0,0
NC_000001.10:213436011-213436334,43,2,0
NC_000001.10:213445763-213446193,73,1,0
NC_000001.10:214169765-214171608,692,2,0
NC_000001.10:214178404-214178760,73,4,0
NC_000001.10:214184773-214185150,55,1,0
NC_000001.10:214208837-214209332,104,0,0
NC_000001.10:214454543-214454863,29,0,0
NC_000001.10:214478332-214478661,77,2,0
NC_000001.10:214487984-214488340,52,0,0
NC_000001.10:214491255-214491581,75,2,0
NC_000001.10:214492028-214492381,91,2,0
NC_000001.10:214497848-214498177,70,0,0
NC_000001.10:214500783-214501118,90,3,0
NC_000001.10:214503375-214503707,85,5,0
NC_000001.10:214504280-214504698,52,1,0
NC_000001.10:214505332-214505685,38,1,0
NC_000001.10:214507430-214507777,48,2,0
NC_000001.10:214509919-214510349,112,1,0
NC_000001.10:214531120-214531458,29,1,0
NC_000001.10:214537701-214538039,48,0,0
NC_000001.10:214542644-214543074,143,4,0
NC_000001.10:214546017-214546364,66,0,0
NC_000001.10:214549452-214549885,104,2,0
NC_000001.10:214551252-214551608,37,1,0
NC_000001.10:214556595-214558237,397,1,0
NC_000001.10:214560002-214560325,77,0,0
NC_000001.10:214564139-214564513,70,2,0
NC_000001.10:214566849-214567196,130,4,0
NC_000001.10:214568185-214568511,57,0,0
NC_000001.10:214571109-214571441,78,4,0
NC_000001.10:214574938-214575267,37,2,0
NC_000001.10:214576157-214576498,34,0,0
NC_000001.10:214584927-214585262,56,2,0
NC_000001.10:214587917-214588267,53,1,0
NC_000001.10:214625060-214625413,47,0,0
NC_000001.10:214637892-214638319,105,1,0
NC_000001.10:214786956-214787303,46,0,0
NC_000001.10:214788106-214788441,49,2,0
NC_000001.10:214791747-214792106,54,2,0
NC_000001.10:214792387-214792713,59,3,0
NC_000001.10:214793853-214794289,97,2,0
NC_000001.10:214795335-214795700,79,1,0
NC_000001.10:214802345-214802689,108,3,0
NC_000001.10:214803813-214804181,27,0,0
NC_000001.10:214805732-214806103,34,2,0
NC_000001.10:214811107-214811448,65,0,0
NC_000001.10:214813226-214816770,1046,1,0
NC_000001.10:214817796-214820792,685,1,0
NC_000001.10:214821083-214821427,42,2,0
NC_000001.10:214821789-214822278,78,1,0
NC_000001.10:214824965-214825324,37,0,0
NC_000001.10:214826041-214826462,80,2,0
NC_000001.10:214826685-214827032,77,0,0
NC_000001.10:214828525-214828878,74,1,0
